Reading,Receive,Value,Unit,Data Quality
08/08/2025 11:11:32 AM,08/08/2025 11:11:55 AM,0.00,in,A
08/07/2025 11:15:25 AM,08/07/2025 11:15:55 AM,0.00,in,A
08/06/2025 11:17:21 PM,08/06/2025 11:17:25 PM,0.00,in,A
08/06/2025 11:19:17 AM,08/06/2025 11:19:30 AM,0.00,in,A
08/05/2025 11:21:14 PM,08/05/2025 11:21:25 PM,0.00,in,A
08/05/2025 11:23:10 AM,08/05/2025 11:23:25 AM,0.00,in,A
08/04/2025 11:25:07 PM,08/04/2025 11:25:25 PM,0.00,in,A
08/04/2025 11:27:03 AM,08/04/2025 11:27:25 AM,0.00,in,A
08/03/2025 11:29:00 PM,08/03/2025 11:29:25 PM,0.00,in,A
08/03/2025 11:30:56 AM,08/03/2025 11:31:25 AM,0.00,in,A
08/02/2025 11:32:53 PM,08/02/2025 11:32:55 PM,0.00,in,A
08/02/2025 11:34:49 AM,08/02/2025 11:34:55 AM,0.00,in,A
08/01/2025 11:36:46 PM,08/01/2025 11:36:55 PM,0.00,in,A
08/01/2025 11:38:42 AM,08/01/2025 11:38:55 AM,0.00,in,A
07/31/2025 11:40:39 PM,07/31/2025 11:40:55 PM,0.00,in,A
07/31/2025 11:42:35 AM,07/31/2025 11:42:55 AM,0.00,in,A
07/30/2025 11:44:32 PM,07/30/2025 11:44:55 PM,0.00,in,A
07/30/2025 11:46:28 AM,07/30/2025 11:46:55 AM,0.00,in,A
07/30/2025 07:02:47 AM,07/30/2025 07:02:55 AM,0.04,in,A
07/30/2025 05:56:06 AM,07/30/2025 05:56:25 AM,0.04,in,A
07/29/2025 11:48:25 PM,07/29/2025 11:48:55 PM,0.00,in,A
07/29/2025 11:50:21 AM,07/29/2025 11:50:25 AM,0.00,in,A
07/28/2025 11:52:18 PM,07/28/2025 11:52:25 PM,0.00,in,A
07/28/2025 11:54:14 AM,07/28/2025 11:54:25 AM,0.00,in,A
07/27/2025 11:56:11 PM,07/27/2025 11:56:25 PM,0.00,in,A
07/27/2025 11:58:07 AM,07/27/2025 11:58:25 AM,0.00,in,A
07/27/2025 12:00:04 AM,07/27/2025 12:00:25 AM,0.00,in,A
07/26/2025 12:02:00 PM,07/26/2025 12:02:25 PM,0.00,in,A
07/26/2025 04:37:40 AM,07/26/2025 04:37:55 AM,0.04,in,A
07/26/2025 04:32:41 AM,07/26/2025 04:32:55 AM,0.04,in,A
07/26/2025 04:31:29 AM,07/26/2025 04:31:55 AM,0.04,in,A
07/26/2025 04:30:38 AM,07/26/2025 04:30:55 AM,0.04,in,A
07/26/2025 03:27:53 AM,07/26/2025 03:27:55 AM,0.04,in,A
07/26/2025 03:02:21 AM,07/26/2025 03:02:25 AM,0.04,in,A
07/26/2025 02:58:03 AM,07/26/2025 02:58:25 AM,0.04,in,A
07/26/2025 02:56:23 AM,07/26/2025 02:56:25 AM,0.04,in,A
07/26/2025 02:55:30 AM,07/26/2025 02:55:55 AM,0.04,in,A
07/26/2025 02:54:20 AM,07/26/2025 02:54:25 AM,0.04,in,A
07/26/2025 02:52:25 AM,07/26/2025 02:52:55 AM,0.04,in,A
07/26/2025 02:50:20 AM,07/26/2025 02:50:25 AM,0.04,in,A
07/26/2025 02:48:18 AM,07/26/2025 02:48:25 AM,0.04,in,A
07/26/2025 02:47:01 AM,07/26/2025 02:47:25 AM,0.03,in,A
07/26/2025 02:46:18 AM,07/26/2025 02:46:25 AM,0.04,in,A
07/26/2025 02:45:47 AM,07/26/2025 02:45:55 AM,0.04,in,A
07/26/2025 02:45:24 AM,07/26/2025 02:45:25 AM,0.04,in,A
07/26/2025 02:45:03 AM,07/26/2025 02:45:25 AM,0.04,in,A
07/26/2025 02:44:20 AM,07/26/2025 02:44:25 AM,0.04,in,A
07/26/2025 02:43:55 AM,07/26/2025 02:44:25 AM,0.04,in,A
07/26/2025 02:43:21 AM,07/26/2025 02:43:25 AM,0.04,in,A
07/26/2025 02:43:00 AM,07/26/2025 02:43:25 AM,0.04,in,A
07/26/2025 02:42:14 AM,07/26/2025 02:42:25 AM,0.04,in,A
07/26/2025 02:41:48 AM,07/26/2025 02:41:55 AM,0.04,in,A
07/26/2025 02:41:24 AM,07/26/2025 02:41:25 AM,0.04,in,A
07/26/2025 02:41:02 AM,07/26/2025 02:41:25 AM,0.04,in,A
