time,event_raw_value_str,event_value,event_unit,hourly_value
2012-01-01 22:59:36+00:00,0.0,0.0,mm,
2012-01-02 10:57:20+00:00,0.0,0.0,mm,
2012-01-02 22:55:04+00:00,0.0,0.0,mm,
2012-01-03 10:52:49+00:00,0.0,0.0,mm,
2012-01-03 22:50:33+00:00,0.0,0.0,mm,
2012-01-04 10:48:18+00:00,0.0,0.0,mm,
2012-01-04 22:46:01+00:00,0.0,0.0,mm,
2012-01-05 10:43:46+00:00,0.0,0.0,mm,
2012-01-05 22:41:30+00:00,0.0,0.0,mm,
2012-01-06 10:39:44+00:00,0.0,0.0,mm,
2012-01-06 22:36:57+00:00,0.0,0.0,mm,
2012-01-07 10:34:41+00:00,0.0,0.0,mm,
2012-01-07 22:32:25+00:00,0.0,0.0,mm,
2012-01-08 10:30:10+00:00,0.0,0.0,mm,
2012-01-08 22:27:54+00:00,0.0,0.0,mm,
2012-01-09 10:25:38+00:00,0.0,0.0,mm,
2012-01-09 22:23:22+00:00,0.0,0.0,mm,
2012-01-10 10:21:06+00:00,0.0,0.0,mm,
2012-01-10 22:18:50+00:00,0.0,0.0,mm,
2012-01-11 10:16:34+00:00,0.0,0.0,mm,
2012-01-11 22:14:18+00:00,0.0,0.0,mm,
2012-01-12 10:12:03+00:00,0.0,0.0,mm,
2012-01-12 22:09:47+00:00,0.0,0.0,mm,
2012-01-13 10:07:32+00:00,0.0,0.0,mm,
2012-01-13 22:05:16+00:00,0.0,0.0,mm,
2012-01-14 22:00:45+00:00,0.0,0.0,mm,
2012-01-15 09:58:29+00:00,0.0,0.0,mm,
2012-01-15 21:56:13+00:00,0.0,0.0,mm,
2012-01-16 09:53:57+00:00,0.0,0.0,mm,
2012-01-16 21:51:41+00:00,0.0,0.0,mm,
2012-01-17 09:49:25+00:00,0.0,0.0,mm,
2012-01-17 21:47:09+00:00,0.0,0.0,mm,
2012-01-18 09:44:53+00:00,0.0,0.0,mm,
2012-01-18 21:42:38+00:00,0.0,0.0,mm,
2012-01-19 09:40:22+00:00,0.0,0.0,mm,
2012-01-19 21:38:06+00:00,0.0,0.0,mm,
2012-01-20 09:35:51+00:00,0.0,0.0,mm,
2012-01-20 21:33:35+00:00,0.0,0.0,mm,
2012-01-21 09:31:20+00:00,0.0,0.0,mm,
2012-01-21 21:29:04+00:00,0.0,0.0,mm,
2012-01-22 09:26:49+00:00,0.0,0.0,mm,
2012-01-22 18:49:24+00:00,0.04,1.016,mm,
2012-01-22 21:24:33+00:00,0.0,0.0,mm,
