time,raw_raw_value_str,raw_value,raw_unit,event_raw_value_str,event_value,event_unit,hourly_value
2012-01-01 21:56:55+00:00,,,,0.0,0.0,mm,
2012-01-02 09:54:57+00:00,,,,0.0,0.0,mm,
2012-01-02 21:52:59+00:00,,,,0.0,0.0,mm,
2012-01-03 09:51:01+00:00,,,,0.0,0.0,mm,
2012-01-03 21:49:03+00:00,,,,0.0,0.0,mm,
2012-01-04 09:47:05+00:00,,,,0.0,0.0,mm,
2012-01-04 21:45:07+00:00,,,,0.0,0.0,mm,
2012-01-05 09:43:09+00:00,,,,0.0,0.0,mm,
2012-01-05 21:41:10+00:00,,,,0.0,0.0,mm,
2012-01-06 09:39:12+00:00,,,,0.0,0.0,mm,
2012-01-06 21:37:14+00:00,,,,0.0,0.0,mm,
2012-01-07 09:35:16+00:00,,,,0.0,0.0,mm,
2012-01-07 21:33:18+00:00,,,,0.0,0.0,mm,
2012-01-08 09:31:20+00:00,,,,0.0,0.0,mm,
2012-01-08 21:29:21+00:00,,,,0.0,0.0,mm,
2012-01-09 09:27:24+00:00,,,,0.0,0.0,mm,
2012-01-09 21:25:25+00:00,,,,0.0,0.0,mm,
2012-01-10 09:23:27+00:00,,,,0.0,0.0,mm,
2012-01-10 21:21:29+00:00,,,,0.0,0.0,mm,
2012-01-11 09:19:31+00:00,,,,0.0,0.0,mm,
2012-01-11 21:17:33+00:00,,,,0.0,0.0,mm,
2012-01-12 09:15:35+00:00,,,,0.0,0.0,mm,
2012-01-12 21:13:37+00:00,,,,0.0,0.0,mm,
2012-01-13 09:11:40+00:00,,,,0.0,0.0,mm,
2012-01-13 21:09:42+00:00,,,,0.0,0.0,mm,
2012-01-14 09:07:44+00:00,,,,0.0,0.0,mm,
2012-01-14 21:05:46+00:00,,,,0.0,0.0,mm,
2012-01-15 09:03:48+00:00,,,,0.0,0.0,mm,
2012-01-15 21:01:50+00:00,,,,0.0,0.0,mm,
2012-01-16 08:59:52+00:00,,,,0.0,0.0,mm,
2012-01-16 20:57:54+00:00,,,,0.0,0.0,mm,
2012-01-17 08:55:56+00:00,,,,0.0,0.0,mm,
2012-01-17 20:53:58+00:00,,,,0.0,0.0,mm,
2012-01-18 08:52:00+00:00,,,,0.0,0.0,mm,
2012-01-18 20:50:02+00:00,,,,0.0,0.0,mm,
2012-01-19 08:48:04+00:00,,,,0.0,0.0,mm,
2012-01-19 20:46:06+00:00,,,,0.0,0.0,mm,
2012-01-20 08:44:09+00:00,,,,0.0,0.0,mm,
2012-01-20 20:42:11+00:00,,,,0.0,0.0,mm,
2012-01-21 08:40:13+00:00,,,,0.0,0.0,mm,
2012-01-21 20:38:15+00:00,,,,0.0,0.0,mm,
2012-01-22 08:36:17+00:00,,,,0.0,0.0,mm,
2012-01-22 19:00:45+00:00,,,,0.04,1.016,mm,
2012-01-22 19:05:32+00:00,,,,0.04,1.016,mm,
2012-01-22 19:10:48+00:00,,,,0.04,1.016,mm,
2012-01-22 19:15:28+00:00,,,,0.04,1.016,mm,
2012-01-22 19:22:06+00:00,,,,0.04,1.016,mm,
2012-01-22 20:34:19+00:00,,,,0.0,0.0,mm,
2012-01-23 08:32:21+00:00,,,,0.0,0.0,mm,
2012-01-23 20:30:23+00:00,,,,0.0,0.0,mm,
2012-01-24 08:28:25+00:00,,,,0.0,0.0,mm,
2012-01-24 20:26:26+00:00,,,,0.0,0.0,mm,
2012-01-25 08:24:28+00:00,,,,0.0,0.0,mm,
2012-01-25 20:22:30+00:00,,,,0.0,0.0,mm,
2012-01-26 08:20:32+00:00,,,,0.0,0.0,mm,
2012-01-26 20:18:34+00:00,,,,0.0,0.0,mm,
2012-01-27 08:16:36+00:00,,,,0.0,0.0,mm,
2012-01-27 20:14:38+00:00,,,,0.0,0.0,mm,
2012-01-28 08:12:40+00:00,,,,0.0,0.0,mm,
2012-01-28 20:10:42+00:00,,,,0.0,0.0,mm,
2012-01-29 08:08:44+00:00,,,,0.0,0.0,mm,
2012-01-29 20:06:46+00:00,,,,0.0,0.0,mm,
2012-01-30 08:04:48+00:00,,,,0.0,0.0,mm,
2012-01-30 20:02:49+00:00,,,,0.0,0.0,mm,
2012-01-31 08:00:51+00:00,,,,0.0,0.0,mm,
2012-01-31 19:58:53+00:00,,,,0.0,0.0,mm,
2012-02-01 07:56:55+00:00,,,,0.0,0.0,mm,
2012-02-01 19:54:56+00:00,,,,0.0,0.0,mm,
2012-02-02 07:52:58+00:00,,,,0.0,0.0,mm,
2012-02-02 19:51:00+00:00,,,,0.0,0.0,mm,
