time,raw_raw_value_str,raw_value,raw_unit,event_raw_value_str,event_value,event_unit,hourly_value
2012-01-01 23:50:45+00:00,,,,0.0,0.0,mm,
2012-01-02 11:48:48+00:00,,,,0.0,0.0,mm,
2012-01-02 23:46:50+00:00,,,,0.0,0.0,mm,
2012-01-03 11:44:52+00:00,,,,0.0,0.0,mm,
2012-01-03 23:42:54+00:00,,,,0.0,0.0,mm,
2012-01-04 11:40:56+00:00,,,,0.0,0.0,mm,
2012-01-04 23:38:58+00:00,,,,0.0,0.0,mm,
2012-01-05 11:37:01+00:00,,,,0.0,0.0,mm,
2012-01-05 23:35:02+00:00,,,,0.0,0.0,mm,
2012-01-06 11:33:04+00:00,,,,0.0,0.0,mm,
2012-01-06 23:31:06+00:00,,,,0.0,0.0,mm,
2012-01-07 11:29:08+00:00,,,,0.0,0.0,mm,
2012-01-07 23:27:10+00:00,,,,0.0,0.0,mm,
2012-01-08 11:25:12+00:00,,,,0.0,0.0,mm,
2012-01-08 23:23:14+00:00,,,,0.0,0.0,mm,
2012-01-09 11:21:17+00:00,,,,0.0,0.0,mm,
2012-01-09 23:19:19+00:00,,,,0.0,0.0,mm,
2012-01-10 11:17:21+00:00,,,,0.0,0.0,mm,
2012-01-10 23:15:23+00:00,,,,0.0,0.0,mm,
2012-01-11 11:13:25+00:00,,,,0.0,0.0,mm,
2012-01-11 23:11:27+00:00,,,,0.0,0.0,mm,
2012-01-12 11:09:30+00:00,,,,0.0,0.0,mm,
2012-01-12 23:07:32+00:00,,,,0.0,0.0,mm,
2012-01-13 11:05:34+00:00,,,,0.0,0.0,mm,
2012-01-13 23:03:37+00:00,,,,0.0,0.0,mm,
2012-01-14 11:01:39+00:00,,,,0.0,0.0,mm,
2012-01-14 22:59:41+00:00,,,,0.0,0.0,mm,
2012-01-15 10:57:43+00:00,,,,0.0,0.0,mm,
2012-01-15 22:55:45+00:00,,,,0.0,0.0,mm,
2012-01-16 10:53:47+00:00,,,,0.0,0.0,mm,
2012-01-16 22:51:49+00:00,,,,0.0,0.0,mm,
2012-01-17 10:49:52+00:00,,,,0.0,0.0,mm,
2012-01-17 22:47:54+00:00,,,,0.0,0.0,mm,
2012-01-18 10:45:56+00:00,,,,0.0,0.0,mm,
2012-01-18 22:43:58+00:00,,,,0.0,0.0,mm,
2012-01-19 10:42:01+00:00,,,,0.0,0.0,mm,
2012-01-19 22:40:03+00:00,,,,0.0,0.0,mm,
2012-01-20 10:38:06+00:00,,,,0.0,0.0,mm,
2012-01-20 22:36:08+00:00,,,,0.0,0.0,mm,
2012-01-21 10:34:10+00:00,,,,0.0,0.0,mm,
2012-01-21 22:32:13+00:00,,,,0.0,0.0,mm,
2012-01-22 10:30:15+00:00,,,,0.0,0.0,mm,
2012-01-22 22:28:17+00:00,,,,0.0,0.0,mm,
2012-01-23 10:26:19+00:00,,,,0.0,0.0,mm,
2012-01-23 22:24:21+00:00,,,,0.0,0.0,mm,
2012-01-24 10:22:24+00:00,,,,0.0,0.0,mm,
2012-01-24 22:20:26+00:00,,,,0.0,0.0,mm,
2012-01-25 10:18:28+00:00,,,,0.0,0.0,mm,
2012-01-25 22:16:30+00:00,,,,0.0,0.0,mm,
2012-01-26 10:14:32+00:00,,,,0.0,0.0,mm,
2012-01-26 22:12:34+00:00,,,,0.0,0.0,mm,
2012-01-27 10:10:36+00:00,,,,0.0,0.0,mm,
2012-01-27 22:08:39+00:00,,,,0.0,0.0,mm,
2012-01-28 10:06:41+00:00,,,,0.0,0.0,mm,
2012-01-28 22:04:43+00:00,,,,0.0,0.0,mm,
2012-01-29 10:02:45+00:00,,,,0.0,0.0,mm,
2012-01-29 22:00:47+00:00,,,,0.0,0.0,mm,
2012-01-30 09:58:49+00:00,,,,0.0,0.0,mm,
2012-01-30 21:56:51+00:00,,,,0.0,0.0,mm,
2012-01-31 09:54:53+00:00,,,,0.0,0.0,mm,
2012-01-31 21:52:55+00:00,,,,0.0,0.0,mm,
2012-02-01 09:50:57+00:00,,,,0.0,0.0,mm,
2012-02-01 21:48:59+00:00,,,,0.0,0.0,mm,
2012-02-02 09:47:01+00:00,,,,0.0,0.0,mm,
