time,raw_raw_value_str,raw_value,raw_unit,event_raw_value_str,event_value,event_unit,hourly_value
2013-08-09 21:03:33+00:00,,,,0.0,0.0,mm,
2013-08-10 09:00:40+00:00,,,,0.0,0.0,mm,
2013-08-10 20:57:46+00:00,,,,0.0,0.0,mm,
2013-08-11 08:54:53+00:00,,,,0.0,0.0,mm,
2013-08-11 20:51:59+00:00,,,,0.0,0.0,mm,
2013-08-12 07:30:58+00:00,,,,0.16,4.064,mm,
2013-08-12 07:36:27+00:00,,,,0.08,2.032,mm,
2013-08-12 07:40:23+00:00,,,,0.04,1.016,mm,
2013-08-12 07:49:26+00:00,,,,0.04,1.016,mm,
2013-08-12 08:04:03+00:00,,,,0.04,1.016,mm,
2013-08-12 08:29:01+00:00,,,,0.04,1.016,mm,
2013-08-12 08:49:06+00:00,,,,0.0,0.0,mm,
2013-08-12 09:14:40+00:00,,,,0.04,1.016,mm,
2013-08-12 20:46:12+00:00,,,,0.0,0.0,mm,
2013-08-13 08:43:19+00:00,,,,0.0,0.0,mm,
2013-08-13 20:40:25+00:00,,,,0.0,0.0,mm,
2013-08-14 08:37:31+00:00,,,,0.0,0.0,mm,
2013-08-14 20:34:38+00:00,,,,0.0,0.0,mm,
2013-08-15 08:31:44+00:00,,,,0.0,0.0,mm,
2013-08-15 20:28:51+00:00,,,,0.0,0.0,mm,
2013-08-16 08:25:58+00:00,,,,0.0,0.0,mm,
2013-08-16 20:23:04+00:00,,,,0.0,0.0,mm,
2013-08-17 08:20:10+00:00,,,,0.0,0.0,mm,
2013-08-17 20:17:17+00:00,,,,0.0,0.0,mm,
2013-08-18 08:14:23+00:00,,,,0.0,0.0,mm,
2013-08-18 20:11:30+00:00,,,,0.0,0.0,mm,
2013-08-19 08:08:36+00:00,,,,0.0,0.0,mm,
2013-08-19 20:05:43+00:00,,,,0.0,0.0,mm,
2013-08-20 08:02:49+00:00,,,,0.0,0.0,mm,
2013-08-20 19:59:56+00:00,,,,0.0,0.0,mm,
2013-08-21 07:57:02+00:00,,,,0.0,0.0,mm,
2013-08-21 19:54:09+00:00,,,,0.0,0.0,mm,
2013-08-22 07:51:15+00:00,,,,0.0,0.0,mm,
2013-08-22 19:48:21+00:00,,,,0.0,0.0,mm,
2013-08-23 07:45:28+00:00,,,,0.0,0.0,mm,
2013-08-23 19:42:34+00:00,,,,0.0,0.0,mm,
2013-08-24 07:39:41+00:00,,,,0.0,0.0,mm,
2013-08-24 19:36:47+00:00,,,,0.0,0.0,mm,
2013-08-25 07:33:54+00:00,,,,0.0,0.0,mm,
2013-08-25 19:31:01+00:00,,,,0.0,0.0,mm,
2013-08-26 07:28:07+00:00,,,,0.0,0.0,mm,
2013-08-26 19:25:14+00:00,,,,0.0,0.0,mm,
2013-08-27 07:22:20+00:00,,,,0.0,0.0,mm,
2013-08-27 19:19:27+00:00,,,,0.0,0.0,mm,
2013-08-28 07:16:33+00:00,,,,0.0,0.0,mm,
2013-08-28 19:13:39+00:00,,,,0.0,0.0,mm,
2013-08-29 07:10:46+00:00,,,,0.0,0.0,mm,
2013-08-29 19:07:52+00:00,,,,0.0,0.0,mm,
2013-08-30 07:04:59+00:00,,,,0.0,0.0,mm,
2013-08-30 19:02:05+00:00,,,,0.0,0.0,mm,
2013-08-31 06:59:12+00:00,,,,0.0,0.0,mm,
2013-08-31 18:56:18+00:00,,,,0.0,0.0,mm,
2013-09-01 06:53:25+00:00,,,,0.0,0.0,mm,
2013-09-01 07:25:58+00:00,,,,0.04,1.016,mm,
2013-09-01 07:36:02+00:00,,,,0.04,1.016,mm,
2013-09-01 07:51:36+00:00,,,,0.04,1.016,mm,
2013-09-01 08:17:33+00:00,,,,0.04,1.016,mm,
2013-09-01 08:37:09+00:00,,,,0.04,1.016,mm,
2013-09-01 08:55:22+00:00,,,,0.04,1.016,mm,
2013-09-01 09:22:01+00:00,,,,0.04,1.016,mm,
2013-09-01 18:50:31+00:00,,,,0.0,0.0,mm,
2013-09-02 06:47:38+00:00,,,,0.0,0.0,mm,
2013-09-02 18:44:44+00:00,,,,0.0,0.0,mm,
2013-09-03 06:41:50+00:00,,,,0.0,0.0,mm,
2013-09-03 18:38:57+00:00,,,,0.0,0.0,mm,
2013-09-04 06:36:04+00:00,,,,0.0,0.0,mm,
2013-09-04 18:33:10+00:00,,,,0.0,0.0,mm,
2013-09-05 06:30:16+00:00,,,,0.0,0.0,mm,
2013-09-05 18:27:23+00:00,,,,0.0,0.0,mm,
2013-09-06 06:24:30+00:00,,,,0.0,0.0,mm,
2013-09-06 18:21:36+00:00,,,,0.0,0.0,mm,
2013-09-07 06:18:43+00:00,,,,0.0,0.0,mm,
2013-09-07 18:15:49+00:00,,,,0.0,0.0,mm,
2013-09-08 06:12:56+00:00,,,,0.0,0.0,mm,
2013-09-08 18:10:02+00:00,,,,0.0,0.0,mm,
2013-09-09 06:07:09+00:00,,,,0.0,0.0,mm,
2013-09-09 18:04:15+00:00,,,,0.0,0.0,mm,
2013-09-10 06:01:22+00:00,,,,0.0,0.0,mm,
2013-09-10 17:58:28+00:00,,,,0.0,0.0,mm,
2013-09-11 05:55:34+00:00,,,,0.0,0.0,mm,
2013-09-11 17:52:41+00:00,,,,0.0,0.0,mm,
2013-09-12 17:46:54+00:00,,,,0.0,0.0,mm,
2013-09-13 05:44:00+00:00,,,,0.0,0.0,mm,
2013-09-13 17:41:07+00:00,,,,0.0,0.0,mm,
2013-09-14 05:38:13+00:00,,,,0.0,0.0,mm,
2013-09-14 17:35:20+00:00,,,,0.0,0.0,mm,
2013-09-15 05:32:26+00:00,,,,0.0,0.0,mm,
2013-09-15 17:29:33+00:00,,,,0.0,0.0,mm,
2013-09-16 00:11:35+00:00,,,,0.08,2.032,mm,
2013-09-16 00:14:21+00:00,,,,0.04,1.016,mm,
2013-09-16 00:27:06+00:00,,,,0.04,1.016,mm,
2013-09-16 00:30:14+00:00,,,,0.04,1.016,mm,
2013-09-16 00:32:09+00:00,,,,0.04,1.016,mm,
2013-09-16 00:34:02+00:00,,,,0.04,1.016,mm,
2013-09-16 00:39:02+00:00,,,,0.04,1.016,mm,
2013-09-16 00:48:59+00:00,,,,0.04,1.016,mm,
2013-09-16 03:54:24+00:00,,,,0.04,1.016,mm,
2013-09-16 05:07:16+00:00,,,,0.04,1.016,mm,
2013-09-16 05:26:39+00:00,,,,0.0,0.0,mm,
2013-09-16 17:23:46+00:00,,,,0.0,0.0,mm,
2013-09-17 05:20:52+00:00,,,,0.0,0.0,mm,
2013-09-17 07:43:21+00:00,,,,0.04,1.016,mm,
2013-09-17 08:03:38+00:00,,,,0.04,1.016,mm,
2013-09-17 08:07:02+00:00,,,,0.04,1.016,mm,
2013-09-17 08:22:09+00:00,,,,0.04,1.016,mm,
2013-09-17 08:38:07+00:00,,,,0.04,1.016,mm,
2013-09-17 08:54:52+00:00,,,,0.04,1.016,mm,
2013-09-17 09:10:25+00:00,,,,0.04,1.016,mm,
2013-09-17 09:25:05+00:00,,,,0.04,1.016,mm,
2013-09-17 09:48:10+00:00,,,,0.04,1.016,mm,
2013-09-17 10:08:13+00:00,,,,0.04,1.016,mm,
2013-09-17 10:23:47+00:00,,,,0.04,1.016,mm,
2013-09-17 10:36:59+00:00,,,,0.04,1.016,mm,
2013-09-17 10:54:28+00:00,,,,0.04,1.016,mm,
2013-09-17 11:50:13+00:00,,,,0.04,1.016,mm,
2013-09-17 17:17:59+00:00,,,,0.04,1.016,mm,
2013-09-18 05:15:05+00:00,,,,0.0,0.0,mm,
2013-09-18 17:12:11+00:00,,,,0.0,0.0,mm,
2013-09-19 05:09:18+00:00,,,,0.0,0.0,mm,
2013-09-19 17:06:24+00:00,,,,0.0,0.0,mm,
2013-09-19 18:54:06+00:00,,,,0.08,2.032,mm,
2013-09-19 18:54:51+00:00,,,,0.04,1.016,mm,
2013-09-19 18:55:45+00:00,,,,0.04,1.016,mm,
2013-09-19 18:58:00+00:00,,,,0.08,2.032,mm,
2013-09-19 18:59:25+00:00,,,,0.04,1.016,mm,
2013-09-19 19:00:26+00:00,,,,0.04,1.016,mm,
2013-09-19 19:02:06+00:00,,,,0.08,2.032,mm,
2013-09-19 19:02:33+00:00,,,,0.04,1.016,mm,
2013-09-19 19:03:14+00:00,,,,0.04,1.016,mm,
2013-09-19 19:03:56+00:00,,,,0.04,1.016,mm,
2013-09-19 19:04:45+00:00,,,,0.04,1.016,mm,
2013-09-19 19:06:20+00:00,,,,0.08,2.032,mm,
2013-09-19 19:07:19+00:00,,,,0.04,1.016,mm,
2013-09-19 19:08:12+00:00,,,,0.04,1.016,mm,
2013-09-19 19:09:12+00:00,,,,0.04,1.016,mm,
2013-09-19 19:09:59+00:00,,,,0.04,1.016,mm,
2013-09-19 19:11:43+00:00,,,,0.08,2.032,mm,
2013-09-19 19:13:07+00:00,,,,0.04,1.016,mm,
2013-09-19 19:15:40+00:00,,,,0.08,2.032,mm,
2013-09-19 19:16:24+00:00,,,,0.04,1.016,mm,
2013-09-19 19:17:22+00:00,,,,0.08,2.032,mm,
2013-09-19 19:18:39+00:00,,,,0.04,1.016,mm,
2013-09-19 19:22:09+00:00,,,,0.12,3.0479999999999996,mm,
2013-09-19 19:23:09+00:00,,,,0.04,1.016,mm,
2013-09-19 19:27:10+00:00,,,,0.12,3.0479999999999996,mm,
2013-09-19 19:27:56+00:00,,,,0.04,1.016,mm,
2013-09-19 19:29:47+00:00,,,,0.08,2.032,mm,
