time,event_raw_value_str,event_value,event_unit,hourly_value
2012-01-01 18:13:15+00:00,0.0,0.0,mm,
2012-01-02 06:11:16+00:00,0.0,0.0,mm,
2012-01-02 18:09:18+00:00,0.0,0.0,mm,
2012-01-03 06:07:19+00:00,0.0,0.0,mm,
2012-01-03 18:05:21+00:00,0.0,0.0,mm,
2012-01-04 06:03:22+00:00,0.0,0.0,mm,
2012-01-04 18:01:23+00:00,0.0,0.0,mm,
2012-01-05 05:59:24+00:00,0.0,0.0,mm,
2012-01-05 17:57:25+00:00,0.0,0.0,mm,
2012-01-06 05:55:26+00:00,0.0,0.0,mm,
2012-01-06 17:53:27+00:00,0.0,0.0,mm,
2012-01-07 05:51:29+00:00,0.0,0.0,mm,
2012-01-07 17:49:30+00:00,0.0,0.0,mm,
2012-01-08 05:47:31+00:00,0.0,0.0,mm,
2012-01-08 17:45:32+00:00,0.0,0.0,mm,
2012-01-09 05:43:34+00:00,0.0,0.0,mm,
2012-01-09 17:41:35+00:00,0.0,0.0,mm,
2012-01-10 05:39:36+00:00,0.0,0.0,mm,
2012-01-10 17:37:37+00:00,0.0,0.0,mm,
2012-01-11 05:35:39+00:00,0.0,0.0,mm,
2012-01-11 17:33:40+00:00,0.0,0.0,mm,
2012-01-12 05:31:41+00:00,0.0,0.0,mm,
2012-01-12 17:29:43+00:00,0.0,0.0,mm,
2012-01-13 05:27:45+00:00,0.0,0.0,mm,
2012-01-13 17:25:46+00:00,0.0,0.0,mm,
2012-01-14 05:23:47+00:00,0.0,0.0,mm,
2012-01-14 17:21:49+00:00,0.0,0.0,mm,
2012-01-15 05:19:50+00:00,0.0,0.0,mm,
2012-01-15 17:17:52+00:00,0.0,0.0,mm,
2012-01-16 05:15:53+00:00,0.0,0.0,mm,
2012-01-16 17:13:54+00:00,0.0,0.0,mm,
2012-01-17 05:11:55+00:00,0.0,0.0,mm,
2012-01-17 17:09:56+00:00,0.0,0.0,mm,
2012-01-18 05:07:58+00:00,0.0,0.0,mm,
2012-01-18 17:05:59+00:00,0.0,0.0,mm,
2012-01-19 05:04:01+00:00,0.0,0.0,mm,
2012-01-19 17:02:02+00:00,0.0,0.0,mm,
2012-01-20 05:00:04+00:00,0.0,0.0,mm,
2012-01-20 16:58:05+00:00,0.0,0.0,mm,
2012-01-21 04:56:07+00:00,0.0,0.0,mm,
2012-01-21 16:54:08+00:00,0.0,0.0,mm,
2012-01-22 04:52:10+00:00,0.0,0.0,mm,
2012-01-22 16:50:11+00:00,0.0,0.0,mm,
2012-01-22 19:05:52+00:00,0.04,1.016,mm,
2012-01-22 19:06:20+00:00,0.04,1.016,mm,
2012-01-22 19:06:46+00:00,0.04,1.016,mm,
2012-01-22 19:07:24+00:00,0.04,1.016,mm,
2012-01-22 19:08:00+00:00,0.04,1.016,mm,
2012-01-22 19:11:20+00:00,0.08,2.032,mm,
2012-01-23 04:48:13+00:00,0.0,0.0,mm,
2012-01-23 16:46:14+00:00,0.0,0.0,mm,
2012-01-24 04:44:15+00:00,0.0,0.0,mm,
2012-01-24 16:42:17+00:00,0.0,0.0,mm,
2012-01-25 04:40:18+00:00,0.0,0.0,mm,
2012-01-25 16:38:19+00:00,0.0,0.0,mm,
