time,event_raw_value_str,event_value,event_unit,hourly_value
2012-01-01 20:40:11+00:00,0.0,0.0,mm,
2012-01-02 08:38:14+00:00,0.0,0.0,mm,
2012-01-02 20:36:16+00:00,0.0,0.0,mm,
2012-01-03 08:34:19+00:00,0.0,0.0,mm,
2012-01-03 20:32:22+00:00,0.0,0.0,mm,
2012-01-04 08:30:25+00:00,0.0,0.0,mm,
2012-01-04 20:28:27+00:00,0.0,0.0,mm,
2012-01-05 08:26:30+00:00,0.0,0.0,mm,
2012-01-05 20:24:32+00:00,0.0,0.0,mm,
2012-01-06 08:22:35+00:00,0.0,0.0,mm,
2012-01-06 20:20:37+00:00,0.0,0.0,mm,
2012-01-07 08:18:40+00:00,0.0,0.0,mm,
2012-01-07 20:16:42+00:00,0.0,0.0,mm,
2012-01-08 08:14:45+00:00,0.0,0.0,mm,
2012-01-08 20:12:48+00:00,0.0,0.0,mm,
2012-01-09 20:08:53+00:00,0.0,0.0,mm,
2012-01-10 08:06:56+00:00,0.0,0.0,mm,
2012-01-10 20:04:58+00:00,0.0,0.0,mm,
2012-01-11 08:03:01+00:00,0.0,0.0,mm,
2012-01-11 20:01:04+00:00,0.0,0.0,mm,
2012-01-12 07:59:06+00:00,0.0,0.0,mm,
2012-01-12 19:57:08+00:00,0.0,0.0,mm,
2012-01-13 07:55:09+00:00,0.0,0.0,mm,
2012-01-13 19:53:09+00:00,0.0,0.0,mm,
2012-01-14 07:51:11+00:00,0.0,0.0,mm,
2012-01-14 19:49:12+00:00,0.0,0.0,mm,
2012-01-15 07:47:13+00:00,0.0,0.0,mm,
2012-01-15 19:45:15+00:00,0.0,0.0,mm,
2012-01-16 07:43:16+00:00,0.0,0.0,mm,
2012-01-16 19:41:16+00:00,0.0,0.0,mm,
2012-01-17 06:30:52+00:00,0.04,1.016,mm,
2012-01-17 07:39:18+00:00,0.0,0.0,mm,
2012-01-18 07:35:21+00:00,0.0,0.0,mm,
2012-01-18 19:33:22+00:00,0.0,0.0,mm,
2012-01-19 07:31:24+00:00,0.0,0.0,mm,
2012-01-19 19:29:25+00:00,0.0,0.0,mm,
2012-01-20 07:27:27+00:00,0.0,0.0,mm,
2012-01-20 19:25:28+00:00,0.0,0.0,mm,
2012-01-21 07:23:30+00:00,0.0,0.0,mm,
2012-01-21 19:21:31+00:00,0.0,0.0,mm,
2012-01-22 07:19:32+00:00,0.0,0.0,mm,
2012-01-22 19:08:28+00:00,0.04,1.016,mm,
2012-01-22 19:17:34+00:00,0.0,0.0,mm,
2012-01-23 07:15:35+00:00,0.0,0.0,mm,
2012-01-24 07:11:38+00:00,0.0,0.0,mm,
2012-01-24 19:09:39+00:00,0.0,0.0,mm,
2012-01-25 07:07:40+00:00,0.0,0.0,mm,
2012-01-25 19:05:41+00:00,0.0,0.0,mm,
2012-01-26 07:03:42+00:00,0.0,0.0,mm,
2012-01-26 19:01:43+00:00,0.0,0.0,mm,
2012-01-27 06:59:45+00:00,0.0,0.0,mm,
2012-01-27 18:57:46+00:00,0.0,0.0,mm,
2012-01-28 18:53:49+00:00,0.0,0.0,mm,
2012-01-29 06:51:50+00:00,0.0,0.0,mm,
2012-01-29 18:49:51+00:00,0.0,0.0,mm,
2012-01-30 06:47:52+00:00,0.0,0.0,mm,
2012-01-30 18:45:53+00:00,0.0,0.0,mm,
2012-01-31 06:43:54+00:00,0.0,0.0,mm,
2012-02-01 06:39:56+00:00,0.0,0.0,mm,
2012-02-01 18:37:57+00:00,0.0,0.0,mm,
2012-02-02 06:35:58+00:00,0.0,0.0,mm,
2012-02-02 18:33:59+00:00,0.0,0.0,mm,
2012-02-03 06:32:00+00:00,0.0,0.0,mm,
2012-02-03 06:36:40+00:00,0.04,1.016,mm,
2012-02-03 06:43:46+00:00,0.04,1.016,mm,
2012-02-03 06:47:38+00:00,0.04,1.016,mm,
2012-02-03 06:49:02+00:00,0.04,1.016,mm,
2012-02-03 06:53:48+00:00,0.04,1.016,mm,
2012-02-03 06:58:25+00:00,0.04,1.016,mm,
2012-02-03 07:02:34+00:00,0.04,1.016,mm,
2012-02-03 07:10:22+00:00,0.04,1.016,mm,
2012-02-03 07:21:40+00:00,0.08,2.032,mm,
2012-02-03 07:25:19+00:00,0.04,1.016,mm,
2012-02-03 07:33:35+00:00,0.04,1.016,mm,
2012-02-03 07:40:03+00:00,0.04,1.016,mm,
2012-02-03 08:05:43+00:00,0.12,3.0479999999999996,mm,
2012-02-03 08:14:56+00:00,0.04,1.016,mm,
2012-02-03 08:20:17+00:00,0.04,1.016,mm,
2012-02-03 08:25:43+00:00,0.04,1.016,mm,
2012-02-03 08:33:44+00:00,0.04,1.016,mm,
2012-02-03 08:41:18+00:00,0.04,1.016,mm,
2012-02-03 08:53:16+00:00,0.04,1.016,mm,
2012-02-03 09:16:19+00:00,0.04,1.016,mm,
2012-02-03 14:22:30+00:00,0.04,1.016,mm,
2012-02-03 15:00:42+00:00,0.04,1.016,mm,
2012-02-03 15:14:23+00:00,0.04,1.016,mm,
2012-02-03 15:25:24+00:00,0.04,1.016,mm,
2012-02-03 15:45:27+00:00,0.04,1.016,mm,
2012-02-03 16:11:56+00:00,0.04,1.016,mm,
2012-02-03 18:30:01+00:00,0.0,0.0,mm,
2012-02-04 00:27:47+00:00,0.04,1.016,mm,
2012-02-04 01:50:23+00:00,0.04,1.016,mm,
2012-02-04 06:07:30+00:00,0.04,1.016,mm,
2012-02-04 06:28:02+00:00,0.0,0.0,mm,
2012-02-04 14:14:30+00:00,0.04,1.016,mm,
2012-02-04 18:26:03+00:00,0.0,0.0,mm,
2012-02-04 21:23:06+00:00,0.04,1.016,mm,
2012-02-04 23:21:30+00:00,0.04,1.016,mm,
2012-02-05 02:26:51+00:00,0.04,1.016,mm,
2012-02-05 06:24:04+00:00,0.0,0.0,mm,
2012-02-05 18:22:05+00:00,0.0,0.0,mm,
2012-02-06 06:20:06+00:00,0.0,0.0,mm,
2012-02-06 18:18:07+00:00,0.0,0.0,mm,
2012-02-07 06:16:08+00:00,0.0,0.0,mm,
2012-02-07 18:14:09+00:00,0.0,0.0,mm,
2012-02-08 06:12:11+00:00,0.0,0.0,mm,
2012-02-08 18:10:12+00:00,0.0,0.0,mm,
2012-02-09 06:08:13+00:00,0.0,0.0,mm,
2012-02-09 18:06:14+00:00,0.0,0.0,mm,
2012-02-10 06:04:15+00:00,0.0,0.0,mm,
2012-02-10 18:02:17+00:00,0.0,0.0,mm,
2012-02-11 06:00:18+00:00,0.0,0.0,mm,
2012-02-11 17:58:20+00:00,0.0,0.0,mm,
2012-02-12 05:56:21+00:00,0.0,0.0,mm,
2012-02-12 17:54:23+00:00,0.0,0.0,mm,
2012-02-13 05:52:24+00:00,0.0,0.0,mm,
2012-02-13 17:07:46+00:00,0.04,1.016,mm,
2012-02-13 17:50:26+00:00,0.0,0.0,mm,
2012-02-13 20:48:14+00:00,0.04,1.016,mm,
2012-02-14 05:48:27+00:00,0.0,0.0,mm,
2012-02-14 09:49:52+00:00,0.04,1.016,mm,
2012-02-14 17:46:28+00:00,0.0,0.0,mm,
2012-02-15 05:44:29+00:00,0.0,0.0,mm,
2012-02-15 09:37:11+00:00,0.04,1.016,mm,
2012-02-15 17:42:30+00:00,0.0,0.0,mm,
2012-02-16 05:40:32+00:00,0.0,0.0,mm,
2012-02-16 17:38:33+00:00,0.0,0.0,mm,
2012-02-17 05:36:34+00:00,0.0,0.0,mm,
2012-02-17 17:34:35+00:00,0.0,0.0,mm,
2012-02-18 05:32:36+00:00,0.0,0.0,mm,
2012-02-18 17:30:37+00:00,0.0,0.0,mm,
2012-02-19 05:28:38+00:00,0.0,0.0,mm,
2012-02-19 17:26:39+00:00,0.0,0.0,mm,
2012-02-20 05:24:41+00:00,0.0,0.0,mm,
2012-02-20 14:20:48+00:00,0.04,1.016,mm,
2012-02-20 14:53:38+00:00,0.04,1.016,mm,
2012-02-20 17:22:42+00:00,0.0,0.0,mm,
2012-02-20 19:35:42+00:00,0.04,1.016,mm,
2012-02-20 19:40:42+00:00,0.04,1.016,mm,
2012-02-20 19:47:18+00:00,0.04,1.016,mm,
2012-02-20 19:53:18+00:00,0.04,1.016,mm,
2012-02-20 19:58:24+00:00,0.04,1.016,mm,
2012-02-20 20:03:04+00:00,0.04,1.016,mm,
2012-02-20 20:08:06+00:00,0.04,1.016,mm,
2012-02-21 05:19:58+00:00,0.0,0.0,mm,
2012-02-21 17:17:04+00:00,0.0,0.0,mm,
2012-02-22 05:14:10+00:00,0.0,0.0,mm,
2012-02-22 17:11:15+00:00,0.0,0.0,mm,
2012-02-23 05:08:21+00:00,0.0,0.0,mm,
2012-02-23 17:05:27+00:00,0.0,0.0,mm,
2012-02-24 05:02:33+00:00,0.0,0.0,mm,
2012-02-25 04:56:45+00:00,0.0,0.0,mm,
2012-02-25 16:53:51+00:00,0.0,0.0,mm,
2012-02-26 16:48:03+00:00,0.0,0.0,mm,
2012-02-27 04:45:09+00:00,0.0,0.0,mm,
2012-02-27 16:42:15+00:00,0.0,0.0,mm,
2012-02-28 04:39:20+00:00,0.0,0.0,mm,
2012-02-28 13:31:34+00:00,0.04,1.016,mm,
2012-02-28 13:53:52+00:00,0.04,1.016,mm,
2012-02-28 13:56:55+00:00,0.04,1.016,mm,
2012-02-28 13:59:45+00:00,0.04,1.016,mm,
2012-02-28 14:01:08+00:00,0.04,1.016,mm,
2012-02-28 14:02:37+00:00,0.04,1.016,mm,
2012-02-28 14:11:41+00:00,0.08,2.032,mm,
2012-02-28 16:36:26+00:00,0.0,0.0,mm,
2012-02-28 19:07:37+00:00,0.04,1.016,mm,
2012-02-28 22:18:31+00:00,0.04,1.016,mm,
2012-02-28 22:39:56+00:00,0.08,2.032,mm,
2012-02-28 22:40:49+00:00,0.04,1.016,mm,
2012-02-28 22:41:31+00:00,0.04,1.016,mm,
2012-02-28 22:44:38+00:00,0.12,3.0479999999999996,mm,
2012-02-28 22:47:02+00:00,0.08,2.032,mm,
2012-02-28 22:47:54+00:00,0.04,1.016,mm,
2012-02-29 04:33:32+00:00,0.0,0.0,mm,
2012-02-29 16:30:37+00:00,0.0,0.0,mm,
2012-03-01 04:27:43+00:00,0.0,0.0,mm,
2012-03-02 04:21:55+00:00,0.0,0.0,mm,
2012-03-02 09:53:48+00:00,0.04,1.016,mm,
2012-03-02 10:18:32+00:00,0.04,1.016,mm,
2012-03-02 10:46:55+00:00,0.04,1.016,mm,
2012-03-02 11:15:35+00:00,0.04,1.016,mm,
2012-03-02 16:19:01+00:00,0.0,0.0,mm,
2012-03-03 04:16:07+00:00,0.0,0.0,mm,
2012-03-03 16:13:12+00:00,0.0,0.0,mm,
2012-03-04 04:10:18+00:00,0.0,0.0,mm,
2012-03-04 16:07:24+00:00,0.0,0.0,mm,
2012-03-05 04:04:30+00:00,0.0,0.0,mm,
2012-03-05 16:01:36+00:00,0.0,0.0,mm,
2012-03-06 03:58:42+00:00,0.0,0.0,mm,
2012-03-07 15:49:59+00:00,0.0,0.0,mm,
2012-03-08 02:09:05+00:00,0.04,1.016,mm,
2012-03-08 02:19:04+00:00,0.04,1.016,mm,
2012-03-08 02:30:48+00:00,0.04,1.016,mm,
2012-03-08 02:43:31+00:00,0.04,1.016,mm,
2012-03-08 02:55:17+00:00,0.04,1.016,mm,
2012-03-08 03:09:31+00:00,0.04,1.016,mm,
2012-03-08 03:21:42+00:00,0.04,1.016,mm,
2012-03-08 03:47:52+00:00,0.08,2.032,mm,
2012-03-08 04:01:50+00:00,0.04,1.016,mm,
2012-03-08 15:44:11+00:00,0.0,0.0,mm,
2012-03-09 03:41:17+00:00,0.0,0.0,mm,
2012-03-09 15:38:23+00:00,0.0,0.0,mm,
2012-03-10 03:35:28+00:00,0.0,0.0,mm,
2012-03-10 15:32:34+00:00,0.0,0.0,mm,
2012-03-11 04:29:40+00:00,0.0,0.0,mm,
2012-03-11 08:17:33+00:00,0.04,1.016,mm,
2012-03-11 08:39:13+00:00,0.04,1.016,mm,
2012-03-11 09:08:26+00:00,0.04,1.016,mm,
2012-03-11 09:30:58+00:00,0.04,1.016,mm,
2012-03-11 13:19:13+00:00,0.08,2.032,mm,
2012-03-11 14:42:06+00:00,0.04,1.016,mm,
2012-03-11 14:51:08+00:00,0.04,1.016,mm,
2012-03-11 14:58:02+00:00,0.04,1.016,mm,
2012-03-11 15:07:40+00:00,0.04,1.016,mm,
2012-03-11 15:13:52+00:00,0.04,1.016,mm,
2012-03-11 15:21:23+00:00,0.04,1.016,mm,
2012-03-11 15:42:13+00:00,0.08,2.032,mm,
2012-03-11 16:10:03+00:00,0.04,1.016,mm,
2012-03-11 16:26:45+00:00,0.0,0.0,mm,
2012-03-11 16:37:50+00:00,0.04,1.016,mm,
2012-03-12 00:53:03+00:00,0.04,1.016,mm,
2012-03-12 01:00:58+00:00,0.04,1.016,mm,
2012-03-12 01:06:11+00:00,0.04,1.016,mm,
2012-03-12 04:23:51+00:00,0.04,1.016,mm,
2012-03-12 16:20:56+00:00,0.0,0.0,mm,
2012-03-13 04:18:02+00:00,0.0,0.0,mm,
2012-03-13 16:15:08+00:00,0.0,0.0,mm,
2012-03-14 04:12:13+00:00,0.0,0.0,mm,
2012-03-14 16:09:19+00:00,0.0,0.0,mm,
2012-03-15 04:06:25+00:00,0.0,0.0,mm,
